"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"2388774";29;290780;"USF SERRA GRANDE";"POVOADO SERRA GRANDE";"CENTRO";-10,52962;-38,31086
"2389126";29;292110;"PSF II ADAUTO ASSIS";"PRACA APARECIDA";"APARECIDA";-17,36619;-40,223
"2388790";29;290780;"USF JOVINO PEREIRA";"LOT BOM CONSELHO";"CENTRO";-10,59037;-38,39041
"2389134";29;292110;"PSF III RENATO VIANA GUIMARAES";"RUA NANUQUE";"SAO BERNARDO";-17,37286;-40,22491
"2388960";29;290730;"ESF JOAO FRANCISCO DE OLIVEIRA";"GENIPAPO";"ZONA RURAL";-12,70524;-39,33723
"2388979";29;290730;"ESF VANJUALDA OLIVEIRA MARQUES";"DISTRITO DE PETIM";"ZONA RURAL";-12,68041;-39,24984
"2388987";29;290730;"ESF JOAO GASPAR DA SILVA";"RIACHO DA LEGUA";"ZONA RURAL";-12,712;-39,40017
"2389037";24;240800;"CENTRO CLINICO EVANGELICO EDGARD BULAMARQUI";"RUA JOSE NEGREIRO";"CENTRO";-5,188;-37,344
"2086476";35;353530;"ESF III DR ISOALDO ABUD";"RUA JOAO PAULO I";"JD SANTA TEREZINHA";-22,77869;-50,21458
"2389282";29;290830;"USF TABULEIRO DE MENESES 05";"POVOADO DE TABULEIRO";"ZONA RURAL";-12,93375;-39,29751
"2389169";29;292110;"UBS JACOB DIAS FILHO PSF 08 ITUPEVA";"DISTRITO DE ITUPEVA";"CENTRO";-17,48585;-40,47076
"2389339";29;290910;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA DOS BANDEIRANTES";"CENTRO";-13,829;-44,454
"2389177";29;292110;"PSF VI NOVA LIDICE";"PRACA DEOLIZANO RODRIGUES";"NOVA LIDICE";-17,43625;-39,93826
"2389401";29;290760;"UNIDADE DE SAUDE DA FAMILIA DE VEREDA";"POVOADO DE VEREDA";"POVOADO";-11,13004;-42,11469
"2389444";29;290760;"UNIDADE DE SAUDE DA FAMILIA ZONA OESTE";"D PEDRO II";"URBANO";-11,13015;-42,11291
"2389355";29;290920;"UNIDADE DE SAUDE DA FAMILIA GASPARINO";"POVOADO GASPARINO";"ZONA RURAL";-10,27644;-38,04664
"2389533";29;290770;"USF EMILIO JOSE DE OLIVEIRA";"POVOADO DE VARZEA DA EMA";"ZONA RURAL";-9,49952;-38,98739
"2389541";29;290770;"UNIDADE DE SAUDE DA FAMILIA MAE TECA";"POVOADO DE BARRA DO TARRACHIL";"ZONA RURAL";-8,82261;-38,97863
"2389568";29;290770;"USF PROCOPIO FERREIRA BARBALHO";"POVOADO DE SAO JOSE";"ZONA RURAL";-8,97671;-39,09298
"2389606";29;290830;"USF COMERCIO DE JAGUARIPE 04";"COMERCIO DE JAGUARIPE";"ZONA RURAL";-12,84437;-39,22476
"2389657";29;290830;"USF PARTEIRA SOFIA 01";"RUA ULISSES CALDAS PINTO";"BRASILIA";-12,77515;-39,17246
"2389967";29;290980;"USF SAPUCAIA";"SAPUCAIA";"ZONA RURAL";-12,66178;-39,06278
"2389991";29;290980;"USF ARACA";"ARACA";"ZONA RURAL";-12,67;-39,102
"2390035";29;290980;"USF PUMBA";"RUA I PUMBA";"ZONA RURAL";-12,67;-39,102
"2390086";29;291880;"USF DR ANTONIO VIDAL DOS SANTOS";"PRACA LOMANTO JUNIOR";"CENTRO";-13,18249;-39,42315
"2390094";29;291880;"USF DR NEYLTON DE ALMEIDA ASSIS";"POVOADO DO CRUZEIRO";"ZONA RURAL";-13,17479;-39,36324
"2390108";29;291880;"USF DR HERALDO ROCHA";"SERRA DO FRIO";"ZONA RURAL";-13,182;-39,425
"2390051";29;290800;"CENTRO DE SAUDE DR ANGELO BRITTO";"RUA ANTONIO TEIXEIRA";"CENTRO";-14,61509;-39,51297
"2390140";21;210095;"UNIDADE BASICA DE SAUDE FRANCISCO GUARIM";"POVOADO LAGOA COMPRIDA";"ZONA RURAL";-4,98708;-45,84944
"2390183";21;210810;"UNIDADE BASICA DE SAUDE DO JEJUI";"POVOADO JEJUI";"ZONA RURAL";-4,445;-45,239
"2390337";21;210560;"U B S DR RUBENS PERERA PSF";"POV CAZUZA";"POVOADO";-4,967;-44,7
"2390353";21;210560;"U B S CANDIDO CEZAR T MONTEIRO PSF";"BARRAGEM";"BARRAGEM";-5,06414;-44,66462
"2390361";21;211070;"UNIDADE BASICA DE SAUDE BAIXAO DA LAGOA";"RUA PRINCIPAL DO BAIXAO DA LAGOA";"CENTRO";-5,75029;-44,38337
"2390388";21;211070;"UNIDADE BASICA DE SAUDE DA VIOLA";"RUA SANTO ANTONIO";"CENTRO";-5,56602;-44,21215
"2390418";21;210440;"UNIDADE BASICA DE SAUDE DO RUY BARBOSA";"POVOADO RUY BARBOSA";"RUY BARBOSA";-5,03014;-44,02872
"2390442";21;210275;"UNIDADE BASICA DE SAUDE DA FAMILIA SANTA ROSA";"BR 135";"ZONA RURAL";-4,80735;-44,32448
"2390450";21;210570;"UNIDADE BASICA DE SAUDE DO BAIRRO SERRA DOURADA";"RUA RAIMUNDO BOGEA";"SERRA DOURADO";-4,57;-45,132
"2390469";21;210570;"UNIDADE BASICA DE SAUDE DO BAIRRO VILA MANGUEIRA";"Q04 LOTE13";"VIEIRA NETO";-4,57;-45,132
"2390485";21;210060;"CSUB FILIPE MACIEL LARANJEIRA";"RUA NICOLAU DINO";"CENTRO";-5,5729;-46,74577
"2390507";21;210060;"UBS NATALINO PEREIRA MIRANDA";"RUA JK";"INDUSTRIAL";-5,57122;-46,74116
"2390515";21;210060;"CS ADELSON RIBEIRO DE CARVALHO";"RUA HUMBERTO DE CAMPOS";"CENTRO";-5,57054;-46,74253
"2390531";51;510650;"PSF DO DISTRITO DO CHUMBO";"CENTRO";"DISTRITO DO CHUMBO";-16,04826;-56,72472
"2390566";51;510650;"PSF DO DISTRITO DE CANGAS";"DISTRITO DE CANGAS";"CENTRO";-16,07905;-56,56835
"2390604";51;510300;"UNIDADE DE SAUDE DA FAMILIA AGUA FRIA";"AV PRINCIPAL";"AGUA FRIA";-15,10511;-55,45043
"2390612";51;510300;"UNIDADE DA SAUDE DA FAMILIA OLHO D AGUA";"RUA DO JASMIM";"VALE DA CHAPADA";-15,46059;-55,75012
"2390620";51;510300;"CENTRO DE SAUDE MATA GRANDE";"MATA GRANDE";"ZONA RURAL";-15,21353;-55,273
"2390558";51;510650;"PSF JOAO GODOFREDO";"R DAS VIOLETAS";"JOAO GODOFREDO";-16,24766;-56,61875
"2390671";51;510300;"UNIDADE DA SAUDE DA FAMILIA CENTRO";"RUA HOMERO MOUSSER";"CENTRO";-15,46199;-55,74977
"2390698";51;510620;"UNIDADE BASICA DE SAUDE IRMA MARIA CLARA";"AVENIDA BRASIL";"CENTRO";-14,93423;-54,97426
"2390779";51;510840;"ESF AGUA VERMELHA CELESTINA GOMES COELHO";"RUA DIRCE LEITE DE CAMPOS";"AGUA VERMELHA";-15,64856;-56,15075
"2390957";51;510630;"UNIDADE DE SAUDE DA FAMILIA DE VILA CONCORDIA PSF I";"AVENIDA BANDEIRANTES";"VILA CONCORDIA";-14,43183;-54,05293
"2390728";51;510840;"ESF CRISTO REI VITOR MARQUES PEREIRA MALHEIROS";"AV DOM ORLANDO CHAVES";"CRISTO REI";-15,62909;-56,11174
"2390809";51;510840;"ESF NOSSA SENHORA DA GUIA";"RUA JOAO PEDRO MOLINA";"NOSSA SENHORA DA GUI";-15,66579;-56,13578
"2390787";51;510840;"ESF JARDIM IMPERIAL";"AVENIDA Z QD 17";"JARDIM IMPERIAL";-15,647;-56,133
"2391031";51;510385;"UNIDADE DE SAUDE DA FAMILIA ERNESTO DOLEYS";"RUA PARANA";"CENTRO";-13,17861;-53,25163
"2391139";51;510610;"UNIDADE DE SAUDE DA FAMILIA RURAL SUL NORTE";"RUA CORONEL MANOEL FELIX";"CENTRO";-15,77212;-56,34182
"2391155";51;510610;"CENTRO DE SAUDE DA FAMILIA N SRA LIVRAMENTO";"RUA CORONEL MANOEL FELIX";"CENTRO";-15,77286;-56,34277
"2391325";51;510160;"UNIDADE DE SAUDE DA FAMILIA DE JOSELANDIA PSF RURAL";"SAO PEDRO DE JOSELANDIA";"JOSELANDIA";-16,54703;-56,16194
"2391058";51;510385;"UNIDADE DE SAUDE DA FAMILIA MARIO ALIEVI";"RUA MATO GROSSO";"CENTRO";-13,18807;-53,26057
"2391120";51;510490;"UNIDADE BASICA SAUDE HELTON CARLOS SILVA PONCE";"RUA SANTA CRUZ";"CENTRO";-15,23721;-56,48962
"2391414";51;510650;"PSF SAO BENEDITO";"RUA MARIANO CATARINO DA COSTA";"CENTRO";-16,2709;-56,62869
"2391465";51;510650;"PSF CENTRAL";"RUA PADRE MANOEL FRANCISCO";"CENTRO";-16,26544;-56,62351
"2391473";51;510650;"PSF COHAB NOVA";"RUA 03";"COHAB NOVA";-16,26957;-56,64476
"2391481";51;510650;"PSF BOM PASTOR";"RUA PINHEIRO MACHADO";"BOM PASTOR";-16,25443;-56,63082
"2391562";51;510630;"UNIDADE DE SAUDE DA FAMILIA DE VILA NOVA PSF II";"RUA MANOEL ARJONAS";"JARDIM PINHEIRAO";-14,42707;-54,06175
"0258938";29;290560;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"AV DR JOAO VARGENS";"CENTRO";-15,419;-39,496
"2391678";51;510642;"PSF 05 ADAO FRANCISCO VELOSO";"AVENIDA LIONS INTERNACIONAL";"CENTRO";-10,24225;-54,98752
"2391686";51;510642;"PSF 02 THAIS ZANETTE";"RUA ANTONIO FRANCISCO DOS SANTOS";"AEROPORTO";-10,24907;-54,99076
"2391694";51;510642;"PSF 01 IRMA ADELIS";"QUADRA 17 LOTES 07 E 08";"MAE DE DEUS";-10,24124;-55,00178
"2391708";51;510642;"PSF 06 JOAO BORGES SOBRINHO";"BR 080 DISTRITO UNIAO DO NORTE";"ZONA RURAL";-10,42915;-54,44811
"2391732";51;510560;"UNIDADE DE SAUDE DA FAMILIA JARDIM DAS FLORES";"RUA CINCO";"JARDIM DAS FLORES";-10,17389;-54,92252
"2391961";51;510805;"UNIDADE DE SAUDE DA FAMILIA VISTA ALEGRE";"RUA DAS PALMEIRAS";"VISTA ALEGRE";-10,58934;-55,11615
"2392038";51;510410;"UNIDADE DE SAUDE DA FAMILIA COTREL";"RUA ANDORINHAS";"COTREL";-9,788;-54,91
"3906728";31;316280;"PSF NELSON DE SENA";"RUA JOSE URBANO DE CARVALHO";"NELSON DE SENA";-18,41719;-42,7277
"2392593";51;510860;"UNIDADE DE SAUDE DA FAMILIA I VR";"AV C";"VILA NOVA";-10,17049;-51,10831
"2392682";51;510510;"PSF PARANORTE APARECIDA LOURENCO DA SILVA";"KM 150 DISTRITO PARANORTE";"ZONA RURAL";-11,255;-57,52
"2392712";51;510627;"UNIDADE DE SAUDE DA FAMILIA DE NOVO HORIZONTE";"AVN MESTRE FALCAO";"CENTRO";-11,413;-57,352
"2392771";51;510680;"POSTO DE SAUDE DA FAMILIA GLEBA SAO JOAO";"RUA FORTALEZA";"GLEBA SAO JOAO";-11,535;-57,414
"2392879";51;510510;"PSF JARDIM AMERICA JUARA";"AVENIDA BRASIL";"JARDIM AMERICA";-11,2397;-57,51046
"3907678";52;521850;"UNIDADE PRISIONAL DE QUIRINOPOLIS";"RUA 22 DE JANEIRO";"CENTRO";-18,448;-50,452
"2393018";51;510285;"UNIDADE DE SAUDE DA FAMILIA URBANA CASTANHEIRA";"RUA PROJETADA";"GUADALUPE";-11,14111;-58,60754
"2392836";51;510794;"UNIDADE BASICA DE SAUDE PSF I";"RUA VILAS BOAS";"CENTRO";-11,30587;-56,81899
"2393247";51;510515;"UNIDADE BASICA DE SAUDE CENTRAL";"RUA MAURICIO L NANTES";"MODULO 1";-11,378;-58,741
"2393255";51;510515;"UNIDADE DE SAUDE DA FAMILIA M5 EQ1 DE JUINA";"RUA UMUARAMA";"MODULO 5";-11,41201;-58,77482
"2393263";51;510515;"UNIDADE DE SAUDE DA FAMILIA SAO JOSE OPERARIO DE JUINA";"AVENIDA PRESIDENTE TANCREDO NEVES";"SAO JOSE OPERARIO";-11,378;-58,741
"2393298";51;510515;"UNIDADE DE SAUDE DA FAMILIA PALMITEIRA DE JUINA";"RUA ANTONIO JOSE DE OLIVEIRA";"PALMITEIRA";-11,378;-58,741
"2393387";51;510285;"UNIDADE DE SAUDE DA FAMILIA RURAL CASTANHEIRA";"RUA DAS GARCAS";"BOSQUE DA SAUDE";-11,13647;-58,61376
"2393441";51;510340;"USF DA GUIA";"RUA VICENTE FIGUEIREDO";"NOSSA SRA GUIA";-15,596;-56,097
"2393476";51;510340;"USF PARQUE CUIABA";"RUA D 4";"PARQUE CUIABA";-15,596;-56,097
"2393484";51;510340;"USF JARDIM VITORIA III";"AV B";"JD VITORIA";-15,596;-56,097
"2393778";51;510618;"PSF 02 NANCI APARECIDA DORIGAN ARRIAS NOVA LACERDA";"RUA GILSON LUIZ PELISSER";"CENTRO";-14,47712;-59,58647
"2393786";51;510380;"UNIDADE BASICA DE SAUDE JOAQUIM LUIZ DE CAMPOS";"RUA ALAGOAS";"CENTRO";-15,445;-58,74
"2393794";51;510450;"UNIDADE BASICA DE SAUDE DA FAMILIA DE INDIAVAI";"AVENIDA GOVERNADOR JAIME CAMPOS";"CENTRO";-15,49496;-58,57364
"2393808";51;510343;"UNIDADE SAUDE FAMILIA DE CURVELANDIA";"RUA SAO BERNARDO";"COHAB POR DO SOL";-15,61498;-57,92072
"2393816";51;510757;"CENTRO DE SAUDE DE RONDOLANDIA";"RUA RIO MADEIRINHA QUADRA 68";"CENTRO";-10,84479;-61,45715
"2393824";51;510336;"UNIDADE DE SAUDE DA FAMILIA PSF2";"RUA DOS CAJUEIROS";"CENTRO";-14,54064;-59,54046
"2393859";51;510682;"PSF OSVALDO FIRMINO DA SILVA";"RUA MATO GOSSO COMUNIDADE VILA CARDOSO";"ZONA RURAL";-15,77243;-58,759
"2393875";51;510682;"PSF VALE DO AGUAPEI PEDRO NECA BOCAIUVAL";"COMUNIDADE PEDRO NECA";"ZONA RURAL";-15,68377;-58,72531
"2394030";51;510330;"UNIDADE DE SAUDE FAMILIAR PSF NOVA ALVORADA";"RUA PRINCIPAL";"DISTRITO DE NOVA ALV";-13,65046;-59,91234
"2394057";51;510330;"UNIDADE DE SAUDE FAMILIAR PSF SAO FRANCISCO";"RUA GOIAS";"SAO FRANCISCO";-13,65107;-59,78266
"2394081";51;510395;"UNIDADE BASICA DE SAUDE MONTE CASTELO";"RUA ADELICIA DE FREITAS";"CENTRO";-15,768;-58,356
"2394111";51;510523;"UNIDADE BASICA DE SAUDE I JOAQUIM BARTOLOMEU DE SOUZA";"RUA 7 DE SETEMBRO";"CENTRO";-15,323;-58,004
"2394154";51;510775;"UNID DE SAUDE DA FAMILIA II SALTO DO CEU CS";"RUA DAS OLIVEIRAS";"BELA VISTA";-15,13054;-58,12745
"2394243";51;510710;"UNIDADE DE SAUDE DA FAMILIA ZEFERINO II";"RUA RUI BARBOSA";"JARDIM ZEFERINO II";-15,61494;-58,13081
"2394294";51;510710;"UNID DE SAUDE FAMILIA JARDIM POPULAR";"RUA LEON DENIS";"JARDIM POPULAR";-15,61649;-58,16439
"2039966";35;353350;"UBS JARDIM ALVORADA NOVO HORIZONTE";"RUA ANTONIO PEREIRA MOUTINHO";"JAD ALVORADA";-21,46347;-49,21491
"2394405";51;510125;"UNIDADE DE SAUDE DA FAMILIA JOSEILTON DOS SANTOS CARAPIA";"RUA LIMIRO ROSA PEREIRA";"SAO SEBASTIAO";-15,4677;-58,35654
"2394642";51;510500;"EQUIPE DE SAUDE DA FAMILIA I JAURU ENEIAS RODRIGUES";"AV ANGELINA BERGAMACH";"VISTA ALEGRE";-15,34747;-58,86986
"2394634";51;510500;"CENTRO DE SAUDE PADRE STEFANO GOBBI";"RUA MARECHAL DEODORO";"CENTRO";-15,2031;-58,5158
"2055082";35;353350;"CS DE NOVO HORIZONTE";"ALAMEDA ROBERTO DELA TOGNA";"VILA PATI";-21,46649;-49,22772
"2395126";51;510250;"UNIDADE DE SAUDE DA FAMILIA VILA REAL";"RUA BELGICA";"VILA REAL";-16,071;-57,679
"2395142";51;510562;"UNIDADE BASICA DE SAUDE MODULO VI SONHO AZUL";"RUA ANANIAS NUNES SEABRA";"SONHO AZUL";-15,76318;-58,12592
"2395371";51;510390;"UBS ACIDEMANDO GABRIEL DE MORAIS";"BR 070 KM 155";"PAREDAO GRANDE";-15,60115;-53,07113
"2395231";51;510562;"UNIDADE BASICA DE SAUDE MODULO VII CENTRO";"RUA PROFESSOR ODELIO BARBOSA";"CENTRO";-15,678;-58,10266
"2395118";51;510250;"UNIDADE DE SAUDE DA FAMILIA DO RODEIO";"RUA MADRI";"RODEIO";-16,09748;-57,70068
"2395460";51;510719;"UNIDADE DE SAUDE DA FAMILIA DIREITO DE VIVER";"RUA DOM AQUINO CORREA";"CENTRO";-16,485;-52,692
"2395495";51;510628;"CENTRO DE SAUDE OLIMPIO JOSE MARTINS";"RUA 13 DE MAIO";"CENTRO";-14,91251;-53,02057
"2395703";51;510180;"PSF JARDIM NOVA BARRA";"RUA FREI FELIPE";"JARDIM NOVA BARRA";-15,89193;-52,31133
"2395541";51;510260;"POSTO DE SAUDE SAO JOSE DO COUTO";"RUA PRINCIPAL";"DISTRITO";-13,80468;-53,08557
"2395568";51;510820;"UNIDADE BASICA DE SAUDE DE TORIXOREU";"AV DOM BOSCO";"CENTRO";-16,20314;-52,55831
"2395576";51;510820;"UNIDADE BASICA SAUDE DA FAMILIA DE POUSO ALTO";"CENTRO DO POVOADO";"ZONA RURAL POVOADO";-16,45551;-53,03636
"2395754";51;510180;"UBS JARDIM PIRACEMA";"AVENIDA PRINCIPAL ESQUINA COM RUA PAULO DELMONDES";"JD PIRACEMA";-15,88376;-52,28631
"2395770";51;510180;"PSF VILA MARIA";"RUA F LOTE F";"VILA MARIA";-15,8922;-52,33308
"2395797";51;510180;"PSF RECANTO DAS ACACIAS";"RUA DOS GIRASSOIS";"RECANTO DAS ACACIAS";-15,8755;-52,22488
"2395819";51;510180;"PSF SAO SEBASTIAO";"RUA MOREIRA CABRAL";"SAO SEBASTIAO";-15,89003;-52,27482
"2395827";51;510180;"PSF SANTO ANTONIO I";"RUA CEL FRANCISCO ESTEVES ESQ C TRAV PITALUGA";"SANTO ANTONIO";-15,86866;-52,26652
"2395924";51;510460;"UNIDADE DE SAUDE DA FAMILIA CENTRAL ANTONIO DA S MORAES";"RUA DOM WUNIBALDO";"CENTRO";-17,209;-54,15
"2395967";51;510360;"UNIDADE DE SAUDE DA FAMILIA VILA PLANALTINA EQUIPE 01";"AV DUQUE DE CAXIAS";"VILA PLANALTINA";-15,81408;-54,9175
"2395975";51;510360;"UNIDADE DE SAUDE RURAL ENTRE RIOS EQUIPE 03";"RUA ARI LEITE DE CAMPOS";"CENTRO";-15,81397;-54,90718
"3920836";41;410720;"EAP CONRADO";"LINHA CONRADO";"LINHA CONRADO";-25,734;-53,057
"2396122";51;510267;"UNIDADE DE SAUDE DA FAMILIA OLIMPIA MACARINI";"AVENIDA TICO DE CAMPOS";"JARDIM CAMPO VERDE";-15,55297;-55,16195
"2396173";51;510267;"UNIDADE DE SAUDE DA FAMILIA LIMEIRA";"RODOVIA MT 140 KM 40 COMUNIDADE LIMEIRA";"ZONA RURAL";-15,547;-55,169
"2396262";51;510637;"UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO DE PRETA";"RUA LUTERO LOPES ESQCA CASTELO BRANCO";"SAO SEBASTIAO";-16,623;-54,474
"2396270";51;510637;"UNIDADE DE SAUDE DA FAMILIA JOAO DE BARRO DE PRETA";"AV ARTUR ORLATO";"JOAO DE BARRO";-16,623;-54,474
"2396254";51;510637;"UNIDADE DE SAUDE DA FAMILIA GARCA BRANCA DE PEDRA PRETA";"VILA GARCA BRANCA";"TATUAPE";-16,80086;-54,10681
"2396491";51;510760;"CENTRO DE SAUDE N S DO AMPARO";"RUA DOS ESTUDANTES";"N SENHORA DO AMPARO";-16,46421;-54,61096
"2396564";51;510760;"CENTRO DE SAUDE COHAB";"TRAVESSA ELEUZA DA PENHA";"COHAB RIO VERMELHO";-16,471;-54,636
"2396661";51;510460;"UNIDADE DE SAUDE DA FAMILIA VOO LIVRE ZAMBONI";"RUA JANDIR SUZIN QUADRA 37";"OURO BRANCO";-17,209;-54,15
"2396688";51;510460;"UNIDADE DE SAUDE DA FAMILIA ADROALDO GATTO";"RUA ARAPONGAS";"OURO BRANCO";-17,209;-54,15
"2396734";51;510760;"CENTRO DE SAUDE C SAO JOSE I";"RUA FAUSTINO F DOS SANTOS";"CONJUNTO SAO JOSE I";-16,471;-54,636
"2396459";51;510760;"ESF LUZ DYARA";"RUA DOS ARTISTAS";"LUZ D YARA";-16,44535;-54,62314
"2396467";51;510760;"ESF VILA CARDOSO";"RUA PAPA ADRIANO";"VILA CARDOSO";-16,471;-54,636
"2396548";51;510760;"ESF JARDIM INDUSTRIAL";"RUA A 9";"VILA OLINDA II";-16,471;-54,636
"2396874";51;510740;"UNIDADE DE SAUDE DA FAMILIA DAMIAO JOSE FERBONIO";"AVENIDA PRESIDENTE VARGAS";"CENTRO";-16,00035;-54,92047
"2397013";51;510760;"POLICLINICA VILA ITAMARATY";"RUA SAO JOSE OPERARIO";"VILA ITAMARATY";-16,471;-54,636
"2397099";51;510700;"CENTRO DE SAUDE DR JOAO ANDRADE FIGUEIREDO";"AV BRASILIA";"JARDIM POXOREO";-15,837;-54,389
"2397129";51;510729;"UBS MOACIR FERNANDES DE MORAIS";"RUA CIRILO JOSE DA SILVA";"CENTRO";-16,46905;-54,25575
"2397145";51;510729;"CENTRO DE SAUDE DE SAO JOSE DO POVO";"RUA CASTELO BRANCO";"CENTRO";-16,46301;-54,25457
"2397153";51;510480;"UNIDADE DE SAUDE DA FAMILIA SAO LOURENCO";"RUA 01 QUADRA 01";"SAO LOURENCO";-15,96703;-54,95517
"2397161";51;510480;"UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO";"RUA GUARANIS";"SAO SEBASTIAO";-15,97151;-54,96678
"2397188";51;510480;"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO 01";"RUA JACIPORA";"SANTO ANTONIO";-15,94686;-54,97506
"2397196";51;510480;"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO 02";"RUA TABAJARA";"SANTO ANTONIO";-15,96245;-54,97012
"2397218";51;510480;"UNIDADE DE SAUDE DA FAMILIA VILA PLANALTO";"AVENIDA MARAJA";"VILA PLANALTO";-15,9493;-54,98133
"2396904";51;510760;"ESF JARDIM IPIRANGA";"RUA DAMIAO LOPES SIQUEIRA";"JARDIM IPIRANGA";-16,471;-54,636
"2538326";42;420785;"UNIDADE SANITARIA SEDE DE IRATI";"RUA JOAO BEUX SOBRINHO";"CENTRO";-26,65645;-52,89278
"2314746";15;150220;"UNIDADE DE SAUDE DA FAMILIA JUVENAL BATISTA DE SOUSA MARIA";"RUA SENADOR LEMOS";"MIRASSELVAS";-1,19596;-47,1828
"2412365";29;291185;"UNIDADE BASICA DE SAUDE DE HELIOPOLIS";"RUA BALBINO TORRES";"CENTRO";-10,67821;-38,288
"2397382";51;510760;"ESF MARECHAL RONDON";"RUA OITO";"RES MARECHAL RONDON";-16,471;-54,636
"2397404";51;510704;"UNIDADE EQUIPE 6 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"AVENIDA CUIABA";"PRIMAVERA II";-15,56386;-54,29944
"2397412";51;510704;"UNIDADE EQUIPE 1 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"RUA ANGELO RAVANELLO";"CONJUNTO SAO JOSE";-15,56211;-54,28417
"2397439";51;510704;"UNIDADE EQUIPE 8 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"AVENIDA TANCREDO NEVES";"CONDOMINIO PIONEIRO";-15,528;-54,346
"2397447";51;510704;"UNIDADE EQUIPE 7 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"AVENIDA BRASIL";"PARQUE CASTELANDIA";-15,528;-54,346
"2397455";51;510704;"UNIDADE EQUIPE 2 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"AVENIDA 12 DE MAIO";"PARQUE ELDORADO";-15,528;-54,346
"2397471";51;510704;"UNIDADE EQUIPE 3 DESAUDE DA FAMILIA DE PRIMAVERA DO LESTE";"RUA SAO TOME";"SAO CRISTOVAO";-15,528;-54,346
"2397374";51;510760;"ESF CIDADE ALTA";"RUA JACUI";"CIDADE ALTA";-16,46683;-54,60514
"2284405";33;330350;"CLINICA DA FAMILIA JOSE RODRIGUES DA SILVA";"RUA OITICICA";"CAICARA";-22,73101;-43,44401
"2397587";51;510420;"USF SANTA MARIA BERTILA GUIRATINGA";"AVENIDA JOVINO LOPES";"SANTA MARIA BERTILA";-16,34911;-53,7581
"2397617";51;510420;"USF GARCA BRANCA GUIRATINGA";"RUA 4 QUADRA 40";"GARCA BRANCA";-16,34283;-53,77003
"2397625";51;510420;"USF GENOVEVA VIEIRA DE OLIVEIRA GUIRATINGA";"RUA SANTA RITA";"CENTRO";-16,34841;-53,75623
"2397641";51;510420;"CENTRO DE SAUDE MUNICIPAL DE GUIRATINGA";"RUA JOVINO LOPES";"SANTA MARIA BERTILA";-16,34897;-53,76726
"2397811";51;510600;"ESTRATEGIA SAUDE DA FAMILIA I OLIMPIO DE SOUZA";"AVENIDA DEPUTADO WELINGTON FAGUNDES";"NOVO HORIZONTE";-14,455;-56,803
"2397838";51;510600;"ESTRATEGIA SAUDE DA FAMILIA II NORTELANDIA";"RUA CUIABA";"BANDEIRANTE";-14,455;-56,803
"2397870";41;411200;"POSTO DE SAUDE ADELIA KOJO BALDIN";"R VASCO FONSECA";"LAGOAO";-24,24771;-49,71369
"6032362";35;350950;"CENTRO DE SAUDE LISA";"RUA RIO SAO FRANCISCO";"JD LISA";-22,95542;-47,17899
"2398338";51;510590;"PSF JARDIM PETROPOLIS";"AVENIDA MARZAGAO";"JARDIM PETROPOLIS";-14,72121;-56,31066
"3926095";35;350180;"ESF DEJAIR SECATO";"MIGUEL JABUR";"CENTRO";-20,29963;-49,73283
"2398311";51;510590;"UBS RODA D AGUA";"COQUEIRAL";"ZONA RURAL";-14,72;-56,328
"2398354";51;510590;"ESF CENTRAL";"AV JK";"CENTRO";-14,71871;-56,32933
"2511487";42;420910;"UBSF AVENTUREIRO I";"RUA ALINO JOSE ALIPIO";"AVENTUREIRO";-26,304;-48,846
"2398419";51;510370;"UNIDADE DE SAUDE DA FAMILIA I FELIZ NATAL";"RUA SAO LOURENCO DOESTE";"CENTRO";-12,38193;-54,93595
"2398532";51;510454;"PSF I UNIDADE SAUDE DA FAMILIA DE UNIAO DA VITORIA";"RUA FORTALEZA";"CENTRO";-12,172;-56,68
"2525917";29;293270;"CENTRO DE SAUDE DR MOACYR LEITE";"PRACA PEDRO GOMES";"CENTRO";-14,46692;-39,03452
"2398664";51;510622;"CENTRO DE SAUDE RURAL";"RUA DOS JAMBOS";"CENTRO";-13,838;-56,084
"3935116";26;261020;"UBS DE VILA DE CRUZES";"VILA DE CRUZES";"ZONA RURAL";-8,65628;-36,11994
"3935124";26;261020;"UBS GERSON BARROS DA FONSECA";"RUA LUIZ VIEIRA";"CENTRO";-8,65628;-36,11994
"2634090";26;261100;"CENTRO DE SAUDE DE PETROLANDIA";"AV MARIA FRANCISCA DA CONCEICAO";"CENTRO";-9,069;-38,303
